#Scan#,PRIMARY_NAME,NEUTRAL MONOISOTOPIC MOLECULAR MASS,M+H,around_2...5,RT(min),BIRMINGHAM-UHPLC-MS-POS.mgf,CMMC-FOOD-BIOMARKERS.mgf,GNPS-LIBRARY.mgf,GNPS-NUTRI-METAB-FEM-POS.mgf,GNPS-NIST14-MATCHES.mgf,LEAFBOT.mgf,MONA.mgf,BMDMS-NP.mgf,GNPS-MSMLS.mgf,MASSBANK.mgf,MCE-DRUG.mgf,MSNLIB-POSITIVE.mgf,BERKELEY-LAB.mgf,GNPS-SCIEX-LIBRARY.mgf,PSU-MSMLS.mgf,WINE-DB-ORBITRAP.mgf,RESPECT.mgf,GNPS-EMBL-MCF.mgf,GNPS-N-ACYL-LIPIDS-MASSQL.mgf,WINE-DB-QTOF.mgf,LDB_POSITIVE.mgf,GNPS-ALKYLAMINES-LIBRARY.mgf,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE.mgf,ECG-ACYL-AMIDES-C4-C24-LIBRARY.mgf,DMIM-DRUG-METABOLITE-LIBRARY.mgf,GNPS-ION-MOBILITY-LIBRARY.mgf,GNPS-SAM-SIK-KANG-LEGACY-LIBRARY.mgf,GNPS-REFRAME-DRUG-CCS-LIBRARY.mgf,BIRMINGHAM-UHPLC-MS-NEG.mgf,WFSR-LIBRARY.mgf,CASMI.mgf,MASSBANKEU.mgf,GNPS-SELLECKCHEM-FDA-PART1.mgf,GNPS-NIH-NATURALPRODUCTSLIBRARY.mgf,GNPS-NIH-SMALLMOLECULEPHARMACOLOGICALLYACTIVE.mgf,PHENOLICSDB.mgf,TUEBINGEN-NATURAL-PRODUCT-COLLECTION.mgf,GNPS-SELLECKCHEM-FDA-PART2.mgf,MIADB.mgf,BILELIB19.mgf,GNPS-ION-MOBILITY-LIBRARY-FILTERED.mgf,PNNL-LIPIDS-POSITIVE.mgf,GNPS-IOBA-NHC.mgf
2387,GUANOSINE,283.091668551,284.099493551,284.1,5.126,Guanosine - 40.0 eV,,GUANOSINE - 30.0 eV | GUANOSINE - 40.0 eV | GUANOSINE - 50.0 eV | GUANOSINE - 60.0 eV | Guanosine | purine riboside 2 | GUANOSINE - 70.0 eV,,Spectral Match to Guanosine from NIST14,,GUANOSINE,,GUANOSINE,Massbank:PR310809 Guanosine | Massbank:RP031703 Guanosine,,,guanosine CollisionEnergy:205060,,GUANOSINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,XANTHOSINE,284.075684136,285.083509136,285.08,5.666,Xanthosine - 40.0 eV | Xanthosine - 30.0 eV,,XANTHOSINE | XANTHOSINE - 30.0 eV | XANTHOSINE - 20.0 eV | XANTHOSINE - 40.0 eV | XANTHOSINE - 50.0 eV | XANTHOSINE - 60.0 eV,,Spectral Match to Xanthosine from NIST14,,XANTHOSINE,,,"Massbank:RP012601 Xanthosine|9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purine-2,6-dione | Massbank:RP012602 Xanthosine|9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purine-2,6-dione | Massbank:RP012603 Xanthosine|9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purine-2,6-dione | Massbank:PR310807 Xanthosine (not validated)",,xanthosine | 574-25-4,xanthosine CollisionEnergy:102040 | xanthosine CollisionEnergy:205060,xanthosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,OPHTHALMATE,289.127385355,290.135210355,290.14,1.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,INDOXYL β-GLUCOSIDE,295.105587271,296.113412271,296.11,7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,METHYLTHIOADENOSINE,297.089560061,298.097385061,298.1,6.633,,,METHYLTHIOADENOSINE - 30.0 eV | METHYLTHIOADENOSINE - 40.0 eV | METHYLTHIOADENOSINE - 20.0 eV | METHYLTHIOADENOSINE - 50.0 eV,,"Spectral Match to Adenosine, 5'-S-methyl-5'-thio- from NIST14",,5'-METHYLTHIOADENOSINE,,METHYLTHIOADENOSINE,"Massbank: 5'-S-methyl-5'-thioadenosine|(2R,3R,4S,5S)-2-(6-aminopurin-9-yl)-5-(methylsulfanylmethyl)oxolane-3,4-diol | Massbank:PR310810 Adenosine + C2H5S",Methylthioadenosine,"2-(6-aminopurin-9-yl)-5-(methylsulfanylmethyl)oxolane-3,4-diol | Methylthioadenosine",Methylthioadenosine CollisionEnergy:205060 | Methylthioadenosine CollisionEnergy:102040 | MeSAdo CollisionEnergy:102040 | MeSAdo CollisionEnergy:205060,,5'-METHYLTHIOADENOSINE,,,5'-METHYLTHIOADENOSINE,,,,,NCGC00263645-02_C11H15N5O3S_5'-Methylthioadenosine,,,,,,,,,,,,,,,,,,,,
1714,DEOXYURIDINE-MONOPHOSPHATE,308.040951914,309.048776914,309.05,1.627,,,,,,,2'-DEOXYURIDINE 5'-MONOPHOSPHATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,N-ACETYLNEURAMINATE,309.105981211,310.1138062110001,310.11,1.008,N-Acetylneuraminic acid - 40.0 eV,,N-ACETYLNEURAMINATE - 30.0 eV | N_ACETYLNEURAMINATE | N-ACETYLNEURAMINATE - 40.0 eV | N-ACETYLNEURAMINATE - 20.0 eV,,Spectral Match to (-)-N-Acetylneuraminic acid from NIST14,,N-ACETYLNEURAMINATE,,,,,,,,,,,N-ACETYLNEURAMINATE,,,,,,,,,,,,,,,,,,,,,,,,,
2133,THYMIDINE-MONOPHOSPHATE,322.056601978,323.064426978,323.06,2.623,,,THYMIDINE 5'-MONOPHOSPHATE - 30.0 eV | THYMIDINE 5'-MONOPHOSPHATE - 70.0 eV | THYMIDINE 5'-MONOPHOSPHATE - 60.0 eV,,,,THYMIDINE 5'-MONOPHOSPHATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,URIDINE MONOPHOSPHATE,324.035866536,325.043691536,325.04,1.34,Uridine-5'-phosphoric acid - 40.0 eV | Uridine-5'-phosphoric acid - 30.0 eV,,URIDINE-5-MONOPHOSPHATE - 30.0 eV | URIDINE-5-MONOPHOSPHATE - 20.0 eV,,,,URIDINE-5-MONOPHOSPHATE,,,,Uridine 5'-monophosphate,Uridine 5'-monophosphate,Uridine 5'-monophosphate CollisionEnergy:102040,,URIDINE-5-MONOPHOSPHATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,NICOTINAMIDE MONONUCLEOTIDE,334.056601978,335.064426978,335.06,1.245,,,NICOTINAMIDE MONONUCLEOTIDE | NICOTINAMIDE MONONUCLEOTIDE - 50.0 eV | NICOTINAMIDE MONONUCLEOTIDE - 60.0 eV | NICOTINAMIDE MONONUCLEOTIDE - 30.0 eV | NICOTINAMIDE MONONUCLEOTIDE - 40.0 eV | NICOTINAMIDE MONONUCLEOTIDE - 70.0 eV,,,,NICOTINAMIDE MONONUCLEOTIDE,,NICOTINAMIDE MONONUCLEOTIDE,,beta-Nicotinamide mononucleotide,nicotinamide mononucleotide,beta-nicotinamide ribose monophosphate CollisionEnergy:102040,,NICOTINAMIDE MONONUCLEOTIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,AICAR,338.062749988,339.070574988,339.07,1.492,,,5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE - 30.0 eV | 5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE - 40.0 eV | 5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE - 20.0 eV | 5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE - 50.0 eV | 5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE - 60.0 eV | 5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE - 70.0 eV,,,,5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-RIBOFURANOSYL 5'-MONOPHOSPHATE,,AICAR,Massbank:PT106620 AICAR monophosphate|ZMP|Z-nucleotide|5'-Phospho-ribosyl-5-amino-4-imidazole carboxamide|1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide|5'-Phosphoribosyl-5-amino-4-imidazolecarboxamide|AICAR|AICA | Massbank:PR100309 5-Aminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl 5'-monophosphate|ZMP|AICAR|AICAR monophosphate|Z-nucleotide|AICAriboside 5'-monophosphate|N1-(beta-D-5'-Phosphoribofuranosyl)-5-aminoimidazole-4-c,,,AICA ribonucleotide CollisionEnergy:102040,,5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-?-D-RIBOFURANOSYL 5'-MONOPHOSPHATE,,ReSpect:PT106620 5-Aminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl 5'-monophosphate|ZMP|AICAR|AICAR monophosphate|Z-nucleotide|AICAriboside 5'-monophosphate|N1-(beta-D-5'-Phosphoribofuranosyl)-5-aminoimidazole-4-c,5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE,,,,,,,,,,,,,,,,,,,,,,,,,
2403,CYCLIC GMP,345.047434275,346.055259275,346.06,5.22,,,,,"Spectral Match to Guanosine 3',5'-cyclic monophosphate from NIST14",,"Guanosine cyclic monophosphate | ""GUANOSINE 3',5'-CYCLIC MONOPHOSPHATE""",,CYCLIC GMP,,,,,,"""GUANOSINE 3',5'-CYCLIC""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,INOSINE-MONOPHOSPHATE,348.047099924,349.054924924,349.05,1.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
